date,year,time,prelim_data,site,block,treatment,site_type,wetland_id,pair_id,temp,water,wind,species,method,in_wetland,25m,50m,total
05/15/2024,2024,8:20,1,HH13,1,cut-leave,wetland,HH13,UP13,,no,,BHNU,a,0,,1,1
05/15/2024,2024,8:20,1,HH13,1,cut-leave,wetland,HH13,UP13,,no,,CARW,a,0,,1,1
05/15/2024,2024,8:20,1,HH13,1,cut-leave,wetland,HH13,UP13,,no,,TUTI,a,0,,1,1
05/15/2024,2024,8:20,1,HH13,1,cut-leave,wetland,HH13,UP13,,no,,BACS,a,0,,1,1
05/15/2024,2024,8:20,1,HH13,1,cut-leave,wetland,HH13,UP13,,no,,INBU,a,1,,2,2
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,NOCA,a,0,,1,1
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,CARW,a,0,,1,1
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,COYE,a,0,,1,1
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,EATO,a,0,,1,1
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,TUTI,a,0,,1,1
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,EAKI,v,1,2,,2
05/16/2024,2024,7:00,1,HH05,4,control,wetland,HH05,UP05,65,yes,4,EAWP,a,0,,1,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,BGGN,a,0,,1,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,CARW,a,0,,1,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,PIWA,a,0,1,,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,EATO,a,0,,1,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,WBNU,a,0,,1,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,GCFL,a,0,,2,2
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,CACH,v,1,1,,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,COYE,a,0,,1,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,KILL,v,0,1,,1
05/16/2024,2024,7:35,1,HH17,2,cut-leave,wetland,HH17,UP17,67,no,4,DOWO,a,0,,1,1
05/16/2024,2024,8:00,1,HH22,2,hack-squirt,wetland,HH22,UP22,68,yes,4,COYE,a,0,,1,1
05/16/2024,2024,8:00,1,HH22,2,hack-squirt,wetland,HH22,UP22,68,yes,4,GCFL,a,0,,1,1
05/16/2024,2024,8:00,1,HH22,2,hack-squirt,wetland,HH22,UP22,68,yes,4,NOCA,a,0,,1,1
05/16/2024,2024,8:00,1,HH22,2,hack-squirt,wetland,HH22,UP22,68,yes,4,EAWP,a,0,,1,1
05/16/2024,2024,8:00,1,HH22,2,hack-squirt,wetland,HH22,UP22,68,yes,4,CARW,a,0,,1,1
05/16/2024,2024,8:00,1,HH22,2,hack-squirt,wetland,HH22,UP22,68,yes,4,WBNU,a,0,,1,1
05/16/2024,2024,8:25,1,HH32,1,control,wetland,HH32,UP32,70,no,5,NOCA,a,0,,1,1
05/16/2024,2024,8:25,1,HH32,1,control,wetland,HH32,UP32,70,no,5,BGGN,v,1,1,,1
05/16/2024,2024,8:25,1,HH32,1,control,wetland,HH32,UP32,70,no,5,EAWP,a,0,,1,1
05/16/2024,2024,8:25,1,HH32,1,control,wetland,HH32,UP32,70,no,5,RHWO,v,1,1,1,2
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,COYE,a,0,1,1,2
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,PIWA,a,0,,1,1
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,GCFL,a,0,,1,1
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,BGGN,a,0,,1,1
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,INBU,a,0,,1,1
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,EAKI,a,0,,1,1
05/16/2024,2024,8:50,1,HH45,7,control,wetland,HH45,UP45,71,no,5,EATO,a,0,,1,1
05/20/2024,2024,6:45,0,HH13,1,cut-leave,wetland,HH13,UP13,64,no,2,COYE,a,0,,1,1
05/20/2024,2024,6:45,0,HH13,1,cut-leave,wetland,HH13,UP13,64,no,2,EATO,a,0,,1,1
05/20/2024,2024,6:45,0,HH13,1,cut-leave,wetland,HH13,UP13,64,no,2,SUTA,a,0,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,EAWP,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,NOMO,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,PIWA,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,EATO,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,NOCA,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,BGGN,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,INBU,a,,,1,1
05/20/2024,2024,7:15,0,UP17,2,none,upland,UP17,HH17,65,no,2.1,PUMA,a,,,1,1
05/20/2024,2024,7:45,0,UP45,7,none,upland,UP45,HH45,65,no,2.8,NOCA,a,,,1,1
05/20/2024,2024,7:45,0,UP45,7,none,upland,UP45,HH45,65,no,2.8,EATO,a,,,1,1
05/20/2024,2024,7:45,0,UP45,7,none,upland,UP45,HH45,65,no,2.8,PIWA,a,,,1,1
05/20/2024,2024,7:45,0,UP45,7,none,upland,UP45,HH45,65,no,2.8,EAWP,a,,,1,1
05/20/2024,2024,7:45,0,UP45,7,none,upland,UP45,HH45,65,no,2.8,BGGN,a,,,1,1
05/20/2024,2024,7:45,0,UP45,7,none,upland,UP45,HH45,65,no,2.8,CARW,a,,,1,1
05/20/2024,2024,8:05,0,HH15,2,cut-remove,wetland,HH15,UP15,66,no,1.4,BGGN,v,1,2,,2
05/20/2024,2024,8:05,0,HH15,2,cut-remove,wetland,HH15,UP15,66,no,1.4,NOCA,a,0,,1,1
05/20/2024,2024,8:05,0,HH15,2,cut-remove,wetland,HH15,UP15,66,no,1.4,TUTI,a,1,1,,1
05/20/2024,2024,8:05,0,HH15,2,cut-remove,wetland,HH15,UP15,66,no,1.4,EAWP,a,0,,1,1
05/20/2024,2024,8:25,0,UP48,7,none,upland,UP48,HH48,67,no,2.2,BGGN,a,,1,,1
05/20/2024,2024,8:25,0,UP48,7,none,upland,UP48,HH48,67,no,2.2,NOFL,a,,,1,1
05/20/2024,2024,8:25,0,UP48,7,none,upland,UP48,HH48,67,no,2.2,LAGU,a,,1,,1
05/20/2024,2024,8:25,0,UP48,7,none,upland,UP48,HH48,67,no,2.2,TUTI,a,,1,,1
05/20/2024,2024,8:25,0,UP48,7,none,upland,UP48,HH48,67,no,2.2,RBWO,a,,1,,1
05/20/2024,2024,8:45,0,UP05,4,none,upland,UP05,HH05,67,no,3.3,COYE,a,,,1,1
05/20/2024,2024,8:45,0,UP05,4,none,upland,UP05,HH05,67,no,3.3,PIWA,a,,,1,1
05/20/2024,2024,8:45,0,UP05,4,none,upland,UP05,HH05,67,no,3.3,CARW,a,,,1,1
05/20/2024,2024,8:45,0,UP05,4,none,upland,UP05,HH05,67,no,3.3,EAWP,a,,,1,1
05/20/2024,2024,8:45,0,UP05,4,none,upland,UP05,HH05,67,no,3.3,EAKI,a,,1,,1
05/20/2024,2024,8:45,0,UP05,4,none,upland,UP05,HH05,67,no,3.3,TUTI,a,,1,,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,SUTA,a,1,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,EAWP,a,1,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,INBU,a,0,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,NOMO,a,0,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,EATO,a,0,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,PIWO,a,0,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,RBWO,a,0,1,,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,NOCA,a,0,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,BGGN,a,1,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,CHSP,a,0,,1,1
05/21/2024,2024,6:55,0,HH50,3,cut-remove,wetland,HH50,UP50,63,no,0,SUTA,a,0,,1,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,EAWP,a,0,,1,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,TUTI,a,1,1,,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,PIWA,a,0,,1,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,NOCA,a,0,,1,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,BGGN,a,0,,1,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,EATO,a,0,,1,1
05/21/2024,2024,7:15,0,HH33,1,hack-squirt,wetland,HH33,UP33,63,no,1.5,GCFL,a,0,,1,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,BGGN,a,,1,,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,CHSP,a,,,1,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,GCFL,a,,,1,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,COYE,a,,,1,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,NOCA,a,,,1,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,KILL,v,,1,,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,NOMO,a,,,1,1
05/21/2024,2024,7:35,0,UP22,2,none,upland,UP22,HH22,64,no,3,EABL,a,,,1,1
05/21/2024,2024,7:55,0,UP13,1,none,upland,UP13,HH13,66,no,1.2,BGGN,a,,1,,1
05/21/2024,2024,7:55,0,UP13,1,none,upland,UP13,HH13,66,no,1.2,CARW,a,,,1,1
05/21/2024,2024,7:55,0,UP13,1,none,upland,UP13,HH13,66,no,1.2,COYE,a,,,3,3
05/21/2024,2024,7:55,0,UP13,1,none,upland,UP13,HH13,66,no,1.2,RBWO,a,,1,,1
05/21/2024,2024,7:55,0,UP13,1,none,upland,UP13,HH13,66,no,1.2,TUTI,a,,,1,1
05/21/2024,2024,7:55,0,UP13,1,none,upland,UP13,HH13,66,no,1.2,EAWP,a,,,1,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,CARW,a,,3,,3
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,EAWP,a,,,1,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,PIWA,a,,2,,2
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,TUTI,a,,1,,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,NOCA,a,,,1,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,BACS,a,,,1,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,WBNU,a,,,1,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,COYE,a,,,1,1
05/21/2024,2024,8:15,0,UP50,3,none,upland,UP50,HH50,66,no,1.2,EATO,a,,,1,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,COYE,a,1,1,,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,EAWP,a,0,,1,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,EATO,a,0,1,,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,BHCO,a,1,1,,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,LAGU,v,1,4,,4
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,REVI,a,0,1,,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,NOCA,a,0,,1,1
05/21/2024,2024,8:35,0,HH45,7,control-open,wetland,HH45,UP45,68,no,0,BGGN,a,0,1,,1
05/22/2024,2024,6:30,0,HH02,4,cut-leave,wetland,HH02,UP02,63,no,0,EATO,a,1,1,,1
05/22/2024,2024,6:30,0,HH02,4,cut-leave,wetland,HH02,UP02,63,no,0,BGGN,a,1,1,,1
05/22/2024,2024,6:30,0,HH02,4,cut-leave,wetland,HH02,UP02,63,no,0,SUTA,a,0,,1,1
05/22/2024,2024,6:30,0,HH02,4,cut-leave,wetland,HH02,UP02,63,no,0,PIWA,a,0,,1,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,EAWP,a,0,,1,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,EABL,a,1,2,,2
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,CARW,a,0,,1,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,BGGN,a,1,1,,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,RWBL,a,1,1,,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,GCFL,a,1,1,,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,COYE,a,0,,1,1
05/22/2024,2024,7:00,0,HH32,1,control-closed,wetland,HH32,UP32,63,no,0,BHNU,a,1,1,,1
05/22/2024,2024,7:20,0,UP33,1,none,upland,UP33,HH33,68,no,0.8,PIWA,a,,,2,2
05/22/2024,2024,7:20,0,UP33,1,none,upland,UP33,HH33,68,no,0.8,EAWP,a,,,1,1
05/22/2024,2024,7:20,0,UP33,1,none,upland,UP33,HH33,68,no,0.8,EABL,a,,,2,2
05/22/2024,2024,7:20,0,UP33,1,none,upland,UP33,HH33,68,no,0.8,SUTA,a,,,1,1
05/22/2024,2024,7:20,0,UP33,1,none,upland,UP33,HH33,68,no,0.8,DOWO,a,,,1,1
05/22/2024,2024,7:35,0,HH34,1,control-open,wetland,HH34,UP34,65,no,0,EABL,a,0,,1,1
05/22/2024,2024,7:35,0,HH34,1,control-open,wetland,HH34,UP34,65,no,0,BGGN,a,0,,1,1
05/22/2024,2024,7:35,0,HH34,1,control-open,wetland,HH34,UP34,65,no,0,CHSP,a,0,,1,1
05/22/2024,2024,7:35,0,HH34,1,control-open,wetland,HH34,UP34,65,no,0,COYE,a,0,,1,1
05/22/2024,2024,7:35,0,HH34,1,control-open,wetland,HH34,UP34,65,no,0,BACS,a,0,,1,1
05/22/2024,2024,7:35,0,HH34,1,control-open,wetland,HH34,UP34,65,no,0,GCFL,a,0,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,BACS,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,GCFL,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,COYE,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,CHSP,a,,,2,2
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,PIWA,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,EAWP,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,EABL,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,TUTI,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,BGGN,a,,,1,1
05/22/2024,2024,7:50,0,UP34,1,none,upland,UP34,HH34,65,no,0,RBWO,a,,,1,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,NOCA,a,0,1,,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,TUTI,a,1,1,,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,GCFL,a,0,,1,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,BGGN,a,1,1,,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,INBU,a,0,,1,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,EATO,a,1,1,,1
05/22/2024,2024,8:10,0,HH04,4,hack-squirt,wetland,HH04,UP04,67,yes,0,COYE,a,0,,1,1
05/22/2024,2024,8:30,0,UP14,2,none,upland,UP14,HH14,67,no,2.3,PIWA,a,,2,,2
05/22/2024,2024,8:30,0,UP14,2,none,upland,UP14,HH14,67,no,2.3,COYE,a,,1,,1
05/22/2024,2024,8:30,0,UP14,2,none,upland,UP14,HH14,67,no,2.3,EABL,a,,,2,2
05/22/2024,2024,8:30,0,UP14,2,none,upland,UP14,HH14,67,no,2.3,KILL,a,,,1,1
05/22/2024,2024,8:30,0,UP14,2,none,upland,UP14,HH14,67,no,2.3,BACS,a,,,1,1
05/22/2024,2024,8:30,0,UP14,2,none,upland,UP14,HH14,67,no,2.3,CHSP,a,,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,WBNU,a,0,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,EATO,a,0,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,SUTA,a,0,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,PIWA,a,0,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,CARW,a,0,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,RBWO,a,0,,2,2
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,COYE,a,0,,1,1
05/22/2024,2024,8:45,0,HH22,2,hack-squirt,wetland,HH22,UP22,70,no,0.8,BGGN,a,1,1,,1
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,COYE,a,,,2,2
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,PIWA,a,,1,,1
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,NOCA,a,,,3,3
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,BACS,a,,1,,1
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,INBU,a,,2,,2
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,EABL,a,,1,,1
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,EATO,a,,2,,2
05/22/2024,2024,9:00,0,UP04,4,none,upland,UP04,HH04,71,no,1.6,GCFL,a,,,1,1
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,CARW,a,,,1,1
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,BHNU,a,,1,,1
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,BGGN,a,,2,,2
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,TUTI,a,,3,,3
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,RBWO,a,,,2,2
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,NOCA,a,,,2,2
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,BACS,a,,,1,1
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,EAWP,a,,,1,1
05/23/2024,2024,6:55,0,UP07,4,none,upland,UP07,HH07,68,no,0,COYE,a,,,1,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,PIWA,a,,2,,2
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,COYE,a,,,1,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,EAWP,a,,,1,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,SUTA,a,,1,,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,INBU,a,,2,,2
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,CHSP,a,,,1,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,BACS,a,,,1,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,GCFL,a,,1,,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,NOCA,a,,,1,1
05/23/2024,2024,7:15,0,UP02,4,none,upland,UP02,HH02,69,no,0,PIWO,a,,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,BACS,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,CACH,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,OROR,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,CARW,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,TUTI,a,0,1,,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,NOMO,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,BLJA,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,PIWA,a,0,,1,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,REVI,a,0,1,,1
05/23/2024,2024,7:30,0,HH14,1,cut-remove,wetland,HH14,UP14,70,no,0,RBWO,a,0,,1,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,INBU,a,,2,,2
